title,model,field_published_stock_code,field_product_type,field_product_category,field_spring_type,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC045E 12 S,LEC045E 12 S,LEC045E12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.4112,0.411,0.07201,0.7201,0.00734,0.0734,7.34,73.4,+/-0.041,+/-0.041,+/-0.00718,+/-0.0718,+/-0.00073,+/-0.0073,+/-0.732,+/-7.32,0.41,0.41,10.41,1.041,Reference,Reference,Reference,Reference,22.222,22.2,0.9,8.7,54.416,54.4,310.7,3107,0.972,9.72,972,9720,0.045,0.045,1.14,0.114,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,265.6666,266,Natural,0.185247
LEC045E 24 M,LEC045E 24 M,LEC045E24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.4934,0.493,0.08641,0.8641,0.00881,0.0881,8.81,88.1,+/-0.049,+/-0.049,+/-0.00858,+/-0.0858,+/-0.00088,+/-0.0088,+/-0.875,+/-8.75,0.41,0.41,10.41,1.041,Reference,Reference,Reference,Reference,22.222,22.2,0.9,8.7,65.299,65.3,372.9,3729,1.166,11.66,1166,11660,0.045,0.045,1.14,0.114,0.7,0.7,3.11,0.318,318,+/-0.14,+/-0.14,+/-0.623,+/-0.064,+/-64,Right Hand,532.3333,532,Light Oil Coat,0.36289
LEC045E 24 S,LEC045E 24 S,LEC045E24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.4112,0.411,0.07201,0.7201,0.00734,0.0734,7.34,73.4,+/-0.041,+/-0.041,+/-0.00718,+/-0.0718,+/-0.00073,+/-0.0073,+/-0.732,+/-7.32,0.41,0.41,10.41,1.041,Reference,Reference,Reference,Reference,22.222,22.2,0.9,8.7,54.416,54.4,310.7,3107,0.972,9.72,972,9720,0.045,0.045,1.14,0.114,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,532.3333,532,Natural,0.369802
LEC045E 36 M,LEC045E 36 M,LEC045E36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.4934,0.493,0.08641,0.8641,0.00881,0.0881,8.81,88.1,+/-0.049,+/-0.049,+/-0.00858,+/-0.0858,+/-0.00088,+/-0.0088,+/-0.875,+/-8.75,0.41,0.41,10.41,1.041,Reference,Reference,Reference,Reference,22.222,22.2,0.9,8.7,65.299,65.3,372.9,3729,1.166,11.66,1166,11660,0.045,0.045,1.14,0.114,0.7,0.7,3.11,0.318,318,+/-0.14,+/-0.14,+/-0.623,+/-0.064,+/-64,Right Hand,799,799,Light Oil Coat,0.543996
LEC045E 36 S,LEC045E 36 S,LEC045E36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.4112,0.411,0.07201,0.7201,0.00734,0.0734,7.34,73.4,+/-0.041,+/-0.041,+/-0.00718,+/-0.0718,+/-0.00073,+/-0.0073,+/-0.732,+/-7.32,0.41,0.41,10.41,1.041,Reference,Reference,Reference,Reference,22.222,22.2,0.9,8.7,54.416,54.4,310.7,3107,0.972,9.72,972,9720,0.045,0.045,1.14,0.114,0.5831,0.58,2.59,0.264,264,+/-0.117,+/-0.117,+/-0.52,+/-0.053,+/-53,Right Hand,799,799,Natural,0.554357
LEC049D 12 M,LEC049D 12 M,LEC049D12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.055,2.055,0.3599,3.599,0.0367,0.367,36.7,367,+/-0.206,+/-0.206,+/-0.03608,+/-0.3608,+/-0.00368,+/-0.0368,+/-3.679,+/-36.79,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,249.587,249.6,1425.1,14251,4.457,44.57,4457,44570,0.049,0.049,1.24,0.124,1.5,1.5,6.67,0.68,680,+/-0.3,+/-0.3,+/-1.334,+/-0.136,+/-136,Right Hand,243.8979,244,Light Oil Coat,0.14187
LEC049D 12 S,LEC049D 12 S,LEC049D12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,1.7125,1.713,0.29992,2.9992,0.03058,0.3058,30.58,305.8,+/-0.171,+/-0.171,+/-0.02995,+/-0.2995,+/-0.00305,+/-0.0305,+/-3.054,+/-30.54,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,207.99,208,1187.6,11876,3.714,37.14,3714,37140,0.049,0.049,1.24,0.124,1.2495,1.25,5.56,0.567,567,+/-0.25,+/-0.25,+/-1.112,+/-0.113,+/-113,Right Hand,243.8979,244,Natural,0.144572
LEC049D 24 M,LEC049D 24 M,LEC049D24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.055,2.055,0.3599,3.599,0.0367,0.367,36.7,367,+/-0.206,+/-0.206,+/-0.03608,+/-0.3608,+/-0.00368,+/-0.0368,+/-3.679,+/-36.79,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,249.587,249.6,1425.1,14251,4.457,44.57,4457,44570,0.049,0.049,1.24,0.124,1.5,1.5,6.67,0.68,680,+/-0.3,+/-0.3,+/-1.334,+/-0.136,+/-136,Right Hand,488.7959,489,Light Oil Coat,0.283163
LEC049D 24 S,LEC049D 24 S,LEC049D24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,1.7125,1.713,0.29992,2.9992,0.03058,0.3058,30.58,305.8,+/-0.171,+/-0.171,+/-0.02995,+/-0.2995,+/-0.00305,+/-0.0305,+/-3.054,+/-30.54,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,207.99,208,1187.6,11876,3.714,37.14,3714,37140,0.049,0.049,1.24,0.124,1.2495,1.25,5.56,0.567,567,+/-0.25,+/-0.25,+/-1.112,+/-0.113,+/-113,Right Hand,488.7959,489,Natural,0.288557
LEC049D 36 M,LEC049D 36 M,LEC049D36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.055,2.055,0.3599,3.599,0.0367,0.367,36.7,367,+/-0.206,+/-0.206,+/-0.03608,+/-0.3608,+/-0.00368,+/-0.0368,+/-3.679,+/-36.79,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,249.587,249.6,1425.1,14251,4.457,44.57,4457,44570,0.049,0.049,1.24,0.124,1.5,1.5,6.67,0.68,680,+/-0.3,+/-0.3,+/-1.334,+/-0.136,+/-136,Right Hand,733.6938,734,Light Oil Coat,0.424457
LEC049D 36 S,LEC049D 36 S,LEC049D36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,1.7125,1.713,0.29992,2.9992,0.03058,0.3058,30.58,305.8,+/-0.171,+/-0.171,+/-0.02995,+/-0.2995,+/-0.00305,+/-0.0305,+/-3.054,+/-30.54,0.277,0.277,7.04,0.704,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,207.99,208,1187.6,11876,3.714,37.14,3714,37140,0.049,0.049,1.24,0.124,1.2495,1.25,5.56,0.567,567,+/-0.25,+/-0.25,+/-1.112,+/-0.113,+/-113,Right Hand,733.6938,734,Natural,0.432542
LEC049E 12 M,LEC049E 12 M,LEC049E12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.7761,0.776,0.13592,1.3592,0.01386,0.1386,13.86,138.6,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,94.264,94.3,538.2,5382,1.683,16.83,1683,16830,0.049,0.049,1.24,0.124,0.88,0.88,3.91,0.399,399,+/-0.176,+/-0.176,+/-0.783,+/-0.08,+/-80,Right Hand,243.8979,244,Light Oil Coat,0.196268
LEC049E 12 S,LEC049E 12 S,LEC049E12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.6468,0.647,0.11328,1.1328,0.01155,0.1155,11.55,115.5,+/-0.065,+/-0.065,+/-0.01138,+/-0.1138,+/-0.00116,+/-0.0116,+/-1.161,+/-11.61,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,78.553,78.6,448.5,4485,1.403,14.03,1403,14030,0.049,0.049,1.24,0.124,0.733,0.73,3.26,0.332,332,+/-0.147,+/-0.147,+/-0.654,+/-0.067,+/-67,Right Hand,243.8979,244,Natural,0.200007
LEC049E 24 M,LEC049E 24 M,LEC049E24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.7761,0.776,0.13592,1.3592,0.01386,0.1386,13.86,138.6,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,94.264,94.3,538.2,5382,1.683,16.83,1683,16830,0.049,0.049,1.24,0.124,0.88,0.88,3.91,0.399,399,+/-0.176,+/-0.176,+/-0.783,+/-0.08,+/-80,Right Hand,488.7959,489,Light Oil Coat,0.391738
LEC049E 24 S,LEC049E 24 S,LEC049E24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.6468,0.647,0.11328,1.1328,0.01155,0.1155,11.55,115.5,+/-0.065,+/-0.065,+/-0.01138,+/-0.1138,+/-0.00116,+/-0.0116,+/-1.161,+/-11.61,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,78.553,78.6,448.5,4485,1.403,14.03,1403,14030,0.049,0.049,1.24,0.124,0.733,0.73,3.26,0.332,332,+/-0.147,+/-0.147,+/-0.654,+/-0.067,+/-67,Right Hand,488.7959,489,Natural,0.3992
LEC049E 36 M,LEC049E 36 M,LEC049E36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.7761,0.776,0.13592,1.3592,0.01386,0.1386,13.86,138.6,+/-0.078,+/-0.078,+/-0.01366,+/-0.1366,+/-0.00139,+/-0.0139,+/-1.393,+/-13.93,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,94.264,94.3,538.2,5382,1.683,16.83,1683,16830,0.049,0.049,1.24,0.124,0.88,0.88,3.91,0.399,399,+/-0.176,+/-0.176,+/-0.783,+/-0.08,+/-80,Right Hand,733.6938,734,Light Oil Coat,0.587208
LEC049E 36 S,LEC049E 36 S,LEC049E36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.6468,0.647,0.11328,1.1328,0.01155,0.1155,11.55,115.5,+/-0.065,+/-0.065,+/-0.01138,+/-0.1138,+/-0.00116,+/-0.0116,+/-1.161,+/-11.61,0.402,0.402,10.21,1.021,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,78.553,78.6,448.5,4485,1.403,14.03,1403,14030,0.049,0.049,1.24,0.124,0.733,0.73,3.26,0.332,332,+/-0.147,+/-0.147,+/-0.654,+/-0.067,+/-67,Right Hand,733.6938,734,Natural,0.598393
LEC049G 12 M,LEC049G 12 M,LEC049G12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.2066,0.207,0.03618,0.3618,0.00369,0.0369,3.69,36.9,+/-0.021,+/-0.021,+/-0.00368,+/-0.0368,+/-0.00038,+/-0.0038,+/-0.375,+/-3.75,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,25.103,25.1,143.3,1433,0.448,4.48,448,4480,0.049,0.049,1.24,0.124,0.59,0.59,2.62,0.268,268,+/-0.118,+/-0.118,+/-0.525,+/-0.054,+/-54,Right Hand,243.8979,244,Light Oil Coat,0.305064
LEC049G 12 S,LEC049G 12 S,LEC049G12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.1722,0.172,0.03016,0.3016,0.00308,0.0308,3.08,30.8,+/-0.017,+/-0.017,+/-0.00298,+/-0.0298,+/-0.0003,+/-0.003,+/-0.304,+/-3.04,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,20.919,20.9,119.4,1194,0.374,3.74,374,3740,0.049,0.049,1.24,0.124,0.4914,0.49,2.19,0.223,223,+/-0.098,+/-0.098,+/-0.436,+/-0.044,+/-44,Right Hand,243.8979,244,Natural,0.310875
LEC049G 24 M,LEC049G 24 M,LEC049G24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.2066,0.207,0.03618,0.3618,0.00369,0.0369,3.69,36.9,+/-0.021,+/-0.021,+/-0.00368,+/-0.0368,+/-0.00038,+/-0.0038,+/-0.375,+/-3.75,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,25.103,25.1,143.3,1433,0.448,4.48,448,4480,0.049,0.049,1.24,0.124,0.59,0.59,2.62,0.268,268,+/-0.118,+/-0.118,+/-0.525,+/-0.054,+/-54,Right Hand,488.7959,489,Light Oil Coat,0.608888
LEC049G 24 S,LEC049G 24 S,LEC049G24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.1722,0.172,0.03016,0.3016,0.00308,0.0308,3.08,30.8,+/-0.017,+/-0.017,+/-0.00298,+/-0.0298,+/-0.0003,+/-0.003,+/-0.304,+/-3.04,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,20.919,20.9,119.4,1194,0.374,3.74,374,3740,0.049,0.049,1.24,0.124,0.4914,0.49,2.19,0.223,223,+/-0.098,+/-0.098,+/-0.436,+/-0.044,+/-44,Right Hand,488.7959,489,Natural,0.620486
LEC049G 36 M,LEC049G 36 M,LEC049G36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.2066,0.207,0.03618,0.3618,0.00369,0.0369,3.69,36.9,+/-0.021,+/-0.021,+/-0.00368,+/-0.0368,+/-0.00038,+/-0.0038,+/-0.375,+/-3.75,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,25.103,25.1,143.3,1433,0.448,4.48,448,4480,0.049,0.049,1.24,0.124,0.59,0.59,2.62,0.268,268,+/-0.118,+/-0.118,+/-0.525,+/-0.054,+/-54,Right Hand,733.6938,734,Light Oil Coat,0.912712
LEC049G 36 S,LEC049G 36 S,LEC049G36S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.1722,0.172,0.03016,0.3016,0.00308,0.0308,3.08,30.8,+/-0.017,+/-0.017,+/-0.00298,+/-0.0298,+/-0.0003,+/-0.003,+/-0.304,+/-3.04,0.652,0.652,16.56,1.656,Reference,Reference,Reference,Reference,20.408,20.4,0.8,8,20.919,20.9,119.4,1194,0.374,3.74,374,3740,0.049,0.049,1.24,0.124,0.4914,0.49,2.19,0.223,223,+/-0.098,+/-0.098,+/-0.436,+/-0.044,+/-44,Right Hand,733.6938,734,Natural,0.930097
LEC052D 12 M,LEC052D 12 M,LEC052D12M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.8453,2.845,0.49831,4.9831,0.05081,0.5081,50.81,508.1,+/-0.285,+/-0.285,+/-0.04991,+/-0.4991,+/-0.00509,+/-0.0509,+/-5.09,+/-50.9,0.271,0.271,6.88,0.688,Reference,Reference,Reference,Reference,19.231,19.2,0.8,7.6,325.46,325.5,1858.3,18583,5.812,58.12,5812,58120,0.052,0.052,1.32,0.132,1.75,1.75,7.78,0.794,794,+/-0.35,+/-0.35,+/-1.557,+/-0.159,+/-159,Right Hand,229.7692,230,Light Oil Coat,0.149208
LEC052D 12 S,LEC052D 12 S,LEC052D12S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.371,2.371,0.41524,4.1524,0.04234,0.4234,42.34,423.4,+/-0.237,+/-0.237,+/-0.04151,+/-0.4151,+/-0.00423,+/-0.0423,+/-4.232,+/-42.32,0.271,0.271,6.88,0.688,Reference,Reference,Reference,Reference,19.231,19.2,0.8,7.6,271.216,271.2,1548.6,15486,4.843,48.43,4843,48430,0.052,0.052,1.32,0.132,1.4577,1.46,6.48,0.661,661,+/-0.292,+/-0.292,+/-1.299,+/-0.132,+/-132,Right Hand,229.7692,230,Natural,0.15205
LEC052D 24 M,LEC052D 24 M,LEC052D24M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.8453,2.845,0.49831,4.9831,0.05081,0.5081,50.81,508.1,+/-0.285,+/-0.285,+/-0.04991,+/-0.4991,+/-0.00509,+/-0.0509,+/-5.09,+/-50.9,0.271,0.271,6.88,0.688,Reference,Reference,Reference,Reference,19.231,19.2,0.8,7.6,325.46,325.5,1858.3,18583,5.812,58.12,5812,58120,0.052,0.052,1.32,0.132,1.75,1.75,7.78,0.794,794,+/-0.35,+/-0.35,+/-1.557,+/-0.159,+/-159,Right Hand,460.5384,461,Light Oil Coat,0.297772
LEC052D 24 S,LEC052D 24 S,LEC052D24S,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.371,2.371,0.41524,4.1524,0.04234,0.4234,42.34,423.4,+/-0.237,+/-0.237,+/-0.04151,+/-0.4151,+/-0.00423,+/-0.0423,+/-4.232,+/-42.32,0.271,0.271,6.88,0.688,Reference,Reference,Reference,Reference,19.231,19.2,0.8,7.6,271.216,271.2,1548.6,15486,4.843,48.43,4843,48430,0.052,0.052,1.32,0.132,1.4577,1.46,6.48,0.661,661,+/-0.292,+/-0.292,+/-1.299,+/-0.132,+/-132,Right Hand,460.5384,461,Natural,0.303444
LEC052D 36 M,LEC052D 36 M,LEC052D36M,Specialty Spring,Stock,91,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.8453,2.845,0.49831,4.9831,0.05081,0.5081,50.81,508.1,+/-0.285,+/-0.285,+/-0.04991,+/-0.4991,+/-0.00509,+/-0.0509,+/-5.09,+/-50.9,0.271,0.271,6.88,0.688,Reference,Reference,Reference,Reference,19.231,19.2,0.8,7.6,325.46,325.5,1858.3,18583,5.812,58.12,5812,58120,0.052,0.052,1.32,0.132,1.75,1.75,7.78,0.794,794,+/-0.35,+/-0.35,+/-1.557,+/-0.159,+/-159,Right Hand,691.3076,691,Light Oil Coat,0.446336
