title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
344-062-1125,344-062-1125,3440621125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.344,0.344,8.74,0.874,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.344,0.344,8.74,0.874,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,630.8,630.8,2805.9,286.1,286130.9,0.083,0.083,2.11,0.211,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,11/32,M8,0.016648
344-090-1000,344-090-1000,3440901000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.344,0.344,8.74,0.874,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.344,0.344,8.74,0.874,Minimum,Minimum,Minimum,Minimum,0.09,0.09,2.29,0.229,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1407.4,1407.4,6260.4,638.4,638396.6,0.102,0.102,2.59,0.259,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,11/32,M8,0.018572
375-025-750,375-025-750,375025750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.025,0.025,0.64,0.064,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,74.95,75,333.4,34,33997.3,0.04,0.04,1.02,0.102,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.002468
375-028-750,375-028-750,375028750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,98.279,98.3,437.2,44.6,44579.4,0.042,0.042,1.07,0.107,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.002765
375-030-750,375-030-750,375030750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.03,0.03,0.76,0.076,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,120.879,120.9,537.7,54.8,54830.7,0.044,0.044,1.12,0.112,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.002962
375-032-750,375-032-750,375032750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.032,0.032,0.81,0.081,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,146.702,146.7,652.6,66.5,66544,0.046,0.046,1.17,0.117,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.00316
375-035-750,375-035-750,375035750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,274.216,274.2,1219.8,124.4,124384.4,0.055,0.055,1.4,0.14,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.003456
375-038-750,375-038-750,375038750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.038,0.038,0.97,0.097,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,175.473,175.5,780.5,79.6,79594.6,0.048,0.048,1.22,0.122,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.003752
375-040-750,375-040-750,375040750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,388.86,388.9,1729.7,176.4,176386.9,0.059,0.059,1.5,0.15,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.00395
375-042-750,375-042-750,375042750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,236.923,236.9,1053.9,107.5,107468.3,0.052,0.052,1.32,0.132,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.004147
375-042-970,375-042-970,375042970,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,193.6,193.6,861.2,87.8,87817,0.057,0.057,1.45,0.145,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.007867
375-044-750,375-044-750,375044750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.044,0.044,1.12,0.112,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,272.406,272.4,1211.7,123.6,123563.4,0.054,0.054,1.37,0.137,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.004345
375-047-950,375-047-950,375047950,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.95,0.95,24.13,2.413,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.047,0.047,1.19,0.119,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,397.7,397.7,1769.1,180.4,180396.7,0.068,0.068,1.73,0.173,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/8,M9,0.008381
375-053-1125,375-053-1125,3750531125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.053,0.053,1.35,0.135,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,509.3,509.3,2265.5,231,231018.5,0.08,0.08,2.03,0.203,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/8,M9,0.013955
375-057-750,375-057-750,375057750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,769.887,769.9,3424.6,349.2,349220.7,0.07,0.07,1.78,0.178,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/8,M9,0.005628
375-062-750,375-062-750,375062750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1219.423,1219.4,5424.3,553.1,553130.3,0.078,0.078,1.98,0.198,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/8,M9,0.006122
375-076-750,375-076-750,375076750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.076,0.076,1.93,0.193,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,4492.1,4492.1,19981.9,2037.6,2037616.6,0.108,0.108,2.74,0.274,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/8,M9,0.007504
375-078-1125,375-078-1125,3750781125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.078,0.078,1.98,0.198,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1142.498,1142.5,5082.1,518.2,518237.1,0.097,0.097,2.46,0.246,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/8,M9,0.020538
375-080-1000,375-080-1000,3750801000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.08,0.08,2.03,0.203,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2418.787,2418.8,10759.3,1097.2,1097161.8,0.109,0.109,2.77,0.277,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/8,M9,0.016091
375-089-1188,375-089-1188,3750891188,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.188,1.188,30.18,3.018,Maximum,Maximum,Maximum,Maximum,0.375,0.375,9.53,0.953,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.375,0.375,9.53,0.953,Minimum,Minimum,Minimum,Minimum,0.089,0.089,2.26,0.226,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2553.3,2553.3,11357.6,1158.2,1158176.9,0.121,0.121,3.07,0.307,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/8,M9,0.026469
406-062-1000,406-062-1000,4060621000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1185.1,1185.1,5271.6,537.6,537561.4,0.092,0.092,2.34,0.234,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,13/32,M10,0.012119
406-062-875,406-062-875,406062875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,647.7,647.7,2881.1,293.8,293796.7,0.074,0.074,1.88,0.188,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,13/32,M10,0.008718
406-074-1250,406-074-1250,4060741250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.074,0.074,1.88,0.188,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,996.1,996.1,4430.9,451.8,451831,0.098,0.098,2.49,0.249,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,13/32,M10,0.024207
406-089-875,406-089-875,406089875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.089,0.089,2.26,0.226,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1756.3,1756.3,7812.4,796.7,796657.7,0.1,0.1,2.54,0.254,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,13/32,M10,0.012515
406-098-1188,406-098-1188,4060981188,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.188,1.188,30.18,3.018,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.098,0.098,2.49,0.249,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2251.4,2251.4,10014.7,1021.2,1021235,0.119,0.119,3.02,0.302,+/-0.010,+/-0.010,+/-0.254,+/-0.0254,13/32,M10,0.028591
406-105-1000,406-105-1000,4061051000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.105,0.105,2.67,0.267,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2494.3,2494.3,11095.2,1131.4,1131414.5,0.118,0.118,3,0.3,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,13/32,M10,0.020524
406-105-1188,406-105-1188,4061051188,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.188,1.188,30.18,3.018,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.105,0.105,2.67,0.267,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2637.3,2637.3,11731.3,1196.3,1196279.3,0.125,0.125,3.18,0.318,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,13/32,M10,0.030633
406-109-875,406-109-875,406109875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.406,0.406,10.31,1.031,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.406,0.406,10.31,1.031,Minimum,Minimum,Minimum,Minimum,0.109,0.109,2.77,0.277,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4399.6,4399.6,19570.4,1995.7,1995658.6,0.124,0.124,3.15,0.315,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,13/32,M10,0.015327
437-025-875,437-025-875,437025875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.025,0.025,0.64,0.064,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,99.054,99.1,440.6,44.9,44930.9,0.052,0.052,1.32,0.132,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.003362
437-028-875,437-028-875,437028875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,144.318,144.3,642,65.5,65462.6,0.056,0.056,1.42,0.142,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.003766
437-031-875,437-031-875,437031875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.031,0.031,0.79,0.079,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,195.854,195.9,871.2,88.8,88839.4,0.059,0.059,1.5,0.15,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.004169
437-035-1000,437-035-1000,4370351000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,232.472,232.5,1034.1,105.4,105449.3,0.067,0.067,1.7,0.17,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.006627
437-035-875,437-035-875,437035875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,231.538,231.5,1029.9,105,105025.6,0.058,0.058,1.47,0.147,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.004707
437-038-875,437-038-875,437038875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.038,0.038,0.97,0.097,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,270.557,270.6,1203.5,122.7,122724.7,0.059,0.059,1.5,0.15,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.005111
437-040-1000,437-040-1000,4370401000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,336.169,336.2,1495.4,152.5,152486.3,0.071,0.071,1.8,0.18,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,7/16,M11,0.007574
437-040-875,437-040-875,437040875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,300.538,300.5,1336.9,136.3,136324,0.06,0.06,1.52,0.152,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.00538
437-042-875,437-042-875,437042875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,347.91,347.9,1547.6,157.8,157812,0.062,0.062,1.57,0.157,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7/16,M11,0.005649
437-050-1000,437-050-1000,4370501000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,741.301,741.3,3297.5,336.3,336254.1,0.085,0.085,2.16,0.216,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,7/16,M11,0.009468
437-059-875,437-059-875,437059875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.059,0.059,1.5,0.15,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1157.3,1157.3,5147.9,525,524951.3,0.083,0.083,2.11,0.211,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,7/16,M11,0.007935
437-080-1000,437-080-1000,4370801000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.437,0.437,11.1,1.11,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.437,0.437,11.1,1.11,Minimum,Minimum,Minimum,Minimum,0.08,0.08,2.03,0.203,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2255.588,2255.6,10033.4,1023.1,1023134.7,0.106,0.106,2.69,0.269,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,7/16,M11,0.015148
480-028-984,480-028-984,480028984,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.984,0.984,24.99,2.499,Maximum,Maximum,Maximum,Maximum,0.469,0.469,11.91,1.191,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.48,0.48,12.19,1.219,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,140.9,140.9,626.8,63.9,63912.2,0.063,0.063,1.6,0.16,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,15/32,M11,0.004835
